	id_directeur	liste_films	directeur
1882	nm0576554	[475250]	Hansal Mehta
1883	nm0576732	[926332, 61222, 102000, 284051]	Ursula Meier
1884	nm0576987	[598, 89455]	Fernando Meirelles
1885	nm0578604	[491916]	Jana Sue Memel
1886	nm0579062	[12413]	Josué Méndez
1887	nm0579079	[12724]	Mike Mendez
1888	nm0579370	[560709, 200281, 260680]	Rubén Mendoza
1889	nm0579653	[17019]	María Victoria Menis
1890	nm0579954	[79591]	Jirí Menzel
1891	nm0580101	[65647, 139374]	Kad Merad
1892	nm0580698	[10268, 53866]	Isabelle Mergault
1893	nm0580725	[485818]	Jalal Merhi
1894	nm0580982	[15741]	Agnès Merlet
1895	nm0581081	[408024, 51853]	Frédéric Mermoud
1896	nm0581170	[64346]	Christian Merret-Palmair
1897	nm0581863	[43973]	Marzieh Makhmalbaf
1898	nm0581903	[63715, 326011]	Dmitriy Meskhiev
1899	nm0582479	[32067]	Stephen Metcalfe
1900	nm0583488	[490168]	Ashley Scott Meyers
1901	nm0583515	[8398]	Dave Meyers
1902	nm0583675	[45127]	Menno Meyjes
1903	nm0583931	[313943]	Joe Miale
1904	nm0583939	[586945]	Florence Miailhe
1905	nm0584921	[113351]	Thierry Michel
1906	nm0585011	[209350]	Roger Michell
1907	nm0585273	[61727]	David Michán
1908	nm0585344	[159128, 244509]	Jim Mickle
1909	nm0586123	[1986, 410366, 25205, 56418]	Radu Mihaileanu
1910	nm0586281	[2896, 9696, 12580, 13637, 14943, 20646, 845611, 597094, 431572, 426284, 417413, 24561, 25716, 28796, 36222, 36223, 36273, 36274, 42000, 49608, 52401, 58857, 95576, 115213, 199925, 199926, 283127, 330070]	Takashi Miike
1911	nm0587413	[301932]	Kristijan Milic
1912	nm0587791	[144566]	Patrick Mille
1913	nm0588087	[64688, 187017]	Christopher Miller
1914	nm0588340	[187, 189]	Frank Miller
1915	nm0589050	[40522]	Nathan Miller
1916	nm0590889	[19513]	Daniel Minahan
1917	nm0590991	[178388]	Igor Minaiev
1918	nm0591129	[128185]	Jean-Marc Minéo
1919	nm0591171	[13503]	Steve Miner
1920	nm0591360	[178407]	Alain Minier
1921	nm0591450	[1729, 366672]	Rob Minkoff
1922	nm0591994	[13056]	Lexi Alexander
1923	nm0592436	[6277, 12547]	Brad Mirman
1924	nm0592824	[17774]	Bob Misiorowski
1925	nm0593610	[280217]	Mike Mitchell
1926	nm0593986	[57218]	Darko Mitrevski
1927	nm0594455	[112294]	Takeshi Miyasaka
1928	nm0594746	[140007]	Anne-Marie Miéville
1929	nm0594892	[285837]	Ariane Mnouchkine
1930	nm0594956	[542828]	Félix Moati
1931	nm0595968	[483368]	Isazaly Mohd Isa
1932	nm0596261	[277636]	José Mojica Marins
1933	nm0596347	[446037, 167284, 269642]	Nadir Moknèche
1934	nm0596364	[598212, 495601]	Sergey Mokritskiy
1935	nm0596403	[58060]	Andrea Molaioli
1936	nm0596407	[438650, 252822]	Hans Petter Moland
1937	nm0596962	[1622, 925102, 574321, 380879, 47943, 66120]	Dominik Moll
1938	nm0597026	[9642, 29561]	Jesper Møller
1939	nm0597664	[60537]	Florence Moncorgé-Gabin
1940	nm0597963	[34466, 47353]	Dominique Monfery
1941	nm0598321	[52628]	Alain Monne
1942	nm0599004	[104837]	Cesar Montano
1943	nm0599214	[83228]	João César Monteiro
1944	nm0599270	[210728]	Julia Montejo
1945	nm0599291	[26495]	Enzo Monteleone
1946	nm0600409	[13686, 33273, 247182]	Daniel Monzón
1947	nm0601337	[758009]	Jason Moore
1948	nm0601382	[8007, 11866, 13051, 47964, 340677]	John Moore
1949	nm0601680	[13971]	Nick Moore
1950	nm0602206	[669401]	Maryam Moghadam
1951	nm0603090	[109154]	Laura Morante
1952	nm0603287	[321210]	Joseph Morder
1953	nm0603446	[64758, 190845]	Yolande Moreau
1954	nm0603588	[459966, 36423, 99119]	Gaël Morel
1955	nm0603628	[8681, 10045, 884452, 458594, 26389, 266396]	Pierre Morel
1956	nm0603756	[43071, 319356]	Pascal Morelli
1957	nm0604169	[99896]	Rodrigo Moreno
1958	nm0604263	[13197, 41633]	Bobby Moresco
1959	nm0604335	[925263, 608980, 36108, 61667, 315872]	Nanni Moretti
1960	nm0605186	[14173]	Anders Morgenthaler
1961	nm0605641	[112227]	Toshiyuki Morioka
1962	nm0605741	[288509]	Yoshimitsu Morita
1963	nm0606111	[625985]	Satoshi Morota
1964	nm0606439	[37495]	Christopher Morris
1965	nm0606597	[242022]	Iain Morris
1966	nm0606688	[444246]	Judy Morris
1967	nm0607727	[512236]	Mike Mort
1968	nm0607831	[14019]	Koen Mortier
1969	nm0608936	[94380]	Craig Moss
1970	nm0609236	[296, 3536, 19959, 302150]	Jonathan Mostow
1971	nm0609399	[726657, 438526, 433128, 55384, 66749, 193402, 296917]	Katsuyuki Motohiro
1972	nm0609549	[331313]	Greg Mottola
1973	nm0609619	[621705]	Oualid Mouaness
1974	nm0609741	[125967]	Luc Moullet
1975	nm0609944	[500458]	Wagner Moura
1976	nm0609981	[10541, 794842, 661935, 515911, 51851, 57302, 92424, 334299]	Emmanuel Mouret
1977	nm0610182	[36296, 89705, 71001]	Jean-Marc Moutout
1978	nm0610496	[14251, 53670]	Allan Moyle
1979	nm0610750	[110968]	Valérie Mréjen
1980	nm0610831	[40817]	Gabriele Muccino
1981	nm0610960	[444395]	Kornél Mundruczó
1982	nm0611256	[272075]	Ossama Mohammed
1983	nm0611655	[129517]	Piotr Mularuk
1984	nm0611683	[7737, 534094, 28019]	Russell Mulcahy
1985	nm0611932	[55785]	Peter Mullan
1986	nm0611983	[448783, 307479]	April Mullen
1987	nm0612664	[15821]	Laurits Munch-Petersen
1988	nm0612720	[521034]	Marc Munden
1989	nm0612780	[254251]	Nick Mundy
1990	nm0612816	[919570, 374458, 39376, 103740]	Cristian Mungiu
1991	nm0613351	[18303, 26152]	Michel Munz
1992	nm0613359	[283707]	Francesco Munzi
1993	nm0613562	[685274, 357407, 31967]	Shûkô Murase
1994	nm0613580	[997265, 436365]	Júlia Murat
1995	nm0613587	[158423]	Stéphanie Murat
1996	nm0613924	[542226]	Enrique Murillo
1997	nm0614025	[63251]	Atsushi Muroga
1998	nm0614222	[539517]	Doug Murphy
1999	nm0614276	[11119]	Geoff Murphy
2000	nm0614505	[429698]	Matt Murphy
2001	nm0615814	[78063]	Victoria Muspratt
2002	nm0617042	[9298]	Mark Mylod
2003	nm0617130	[14878]	Daniel Myrick
2004	nm0617407	[20164, 25335, 29670, 37988]	Aleksi Mäkelä
2005	nm0617523	[52520]	Måns Mårlind
2006	nm0617777	[960464, 484747]	Eric Métayer
2007	nm0618391	[8349]	Nikolai Müllerschön
2008	nm0618680	[13291]	Jeffrey Nachmanoff
2009	nm0618729	[534426]	Fanta Régina Nacro
2010	nm0618881	[413040, 172489]	Amir Naderi
2011	nm0618898	[280690]	Sajid Nadiadwala
2012	nm0618930	[12511, 126682]	Raphaël Nadjari
2013	nm0619103	[38973, 41104]	Takao Nagaishi
2014	nm0619109	[124787]	Takafumi Nagamine
2015	nm0619110	[503314, 120437, 176983]	Tatsuya Nagamine
2016	nm0619170	[20225]	Shunichi Nagasaki
2017	nm0619177	[88440]	Masahiko Nagasawa
2018	nm0619599	[1450, 2140, 10799, 289269]	Chris Nahon
2019	nm0619762	[480, 1926, 50621]	Mira Nair
2020	nm0619777	[132744]	Shashilal K. Nair
2021	nm0619836	[442064, 92647, 267860]	Babak Najafi
2022	nm0619923	[19100, 19268, 579245, 432068, 40192, 77338, 269148]	Olivier Nakache
2023	nm0619944	[29975]	Isamu Nakae
2024	nm0620294	[48230]	Hiroyuki Nakano
2025	nm0620315	[47519]	Takao Nakano
2026	nm0620378	[20329]	Hideo Nakata
2027	nm0620576	[9456, 292040]	Bharat Nalluri
2028	nm0620655	[57348]	Gilbert Namiand
2029	nm0620964	[47433]	Isabelle Nanty
2030	nm0621168	[436932]	Thomas Napper
2031	nm0621915	[103739, 125738, 193183]	Yousry Nasrallah
2032	nm0621993	[521647]	Julius R. Nasso
2033	nm0622052	[36166]	Hiroyuki Nasu
2034	nm0622112	[2266, 37707, 166271, 193726]	Vincenzo Natali
2035	nm0622288	[26486]	Jeff Nathanson
2036	nm0622350	[473036]	Toto Natividad
2037	nm0622826	[22503]	Antonio Navarro
2038	nm0623715	[30129]	Mark Neale
2039	nm0623896	[210728]	Jesus Nebot
2040	nm0624423	[404733, 82485]	Antonio Negret
2041	nm0625896	[15449, 33704]	Charles Nemes
2042	nm0626090	[484938, 343139]	Jack Neo
2043	nm0626686	[201749]	Sandra Nettelbeck
2044	nm0626754	[429732, 214436]	Cãlin Peter Netzer
2045	nm0628563	[1076047]	Matthew Newton
2046	nm0628757	[26582]	Francis Ng
2047	nm0629006	[175447]	Dustin Nguyen
2048	nm0629016	[692573]	Hoang Phuc Nguyen
2049	nm0629075	[210626]	Quang Dung Nguyen
2050	nm0629151	[121454]	Minh Nguyen-Vo
2051	nm0629272	[1830, 49530, 72710]	Andrew Niccol
2052	nm0629334	[534, 4327, 9471, 531306, 59962, 192102]	McG
2053	nm0630022	[32286]	Jimmy Nickerson
2054	nm0630112	[582874, 478508, 382811, 36069, 49708, 64935, 159967, 255533, 337107]	Guillaume Nicloux
2055	nm0630197	[141241, 224098]	Sergiu Nicolaescu
2056	nm0630802	[22505, 93265]	Francis Nielsen
2057	nm0631118	[595203]	Daron Niemerow
2058	nm0631315	[764443]	Manolo Nieto
2059	nm0631590	[75705]	Johan Nijenhuis
2060	nm0631792	[42803]	Valeriy Nikolaev
2061	nm0631799	[75865]	Nikos Nikolaidis
2062	nm0632152	[21040, 21041, 24023]	Anders Nilsson
2063	nm0632312	[958275, 48392]	Johannes Stjärne Nilsson
2064	nm0632354	[52651]	Nonzee Nimibutr
2065	nm0632716	[53012]	Mizuho Nishikubo
2066	nm0632722	[461615]	Shôjirô Nishimi
2067	nm0632763	[550106, 51859]	Satoshi Nishimura
2068	nm0632788	[11049]	Daisuke Nishio
2069	nm0632827	[47556]	Yoshinobu Nishizaki
2070	nm0632831	[496349]	Susumu Nishizawa
2071	nm0633106	[117099]	Eeshwar Nivas
2072	nm0633925	[8889]	Marie Noëlle
2073	nm0634240	[155, 272, 577922, 374720, 27205, 49026]	Christopher Nolan
2074	nm0634500	[40942, 49475]	Jacques Nolot
2075	nm0634602	[647]	Tetsuya Nomura
2076	nm0634811	[104329]	Omid Nooshin
2077	nm0635759	[8698]	Stephen Norrington
2078	nm0636940	[1026377]	Ante Novakovic
2079	nm0637518	[1123, 27576]	Phillip Noyce
2080	nm0637615	[979, 807070, 507076, 34647, 50621, 94904, 292431]	Gaspar Noé
2081	nm0638175	[31190, 105304]	Claude Nuridsany
2082	nm0638348	[345287]	Mark Nuttall
2083	nm0639033	[78215]	Petter Næss
2084	nm0640334	[59440, 174751]	Gavin O'Connor
2085	nm0640740	[31165]	Damien O'Donnell
2086	nm0640913	[351189, 27142]	Damien Odoul
2087	nm0643130	[17418, 59002, 199661]	Agnès Obadia
2088	nm0643282	[536666]	Bettina Oberli
2089	nm0643422	[51215, 129187]	Michael Oblowitz
2090	nm0643664	[13679, 19026, 947590, 421456, 65592, 79000, 139649]	Michel Ocelot
2091	nm0644203	[11891]	Steve Oedekerk
2092	nm0644204	[459910, 381237]	Lin Oeding
2093	nm0644393	[366564, 149087]	Christophe Offenstein
2094	nm0644550	[285650]	Hiroshi Ogawa
2095	nm0644850	[315853]	Kôhei Oguri
2096	nm0644900	[265779]	Oh Seung-uk
2097	nm0645038	[348660]	Lisa Ohlin
2098	nm0645477	[266759]	Kihachi Okamoto
2099	nm0645513	[11299, 16907]	Tensai Okamura
2100	nm0645549	[15767, 39469]	Takao Okawara
2101	nm0645657	[11299]	Hiroyuki Okiura
2102	nm0646839	[207494]	Félix Olivier
2103	nm0647438	[56798, 81697]	Ermanno Olmi
2104	nm0647718	[4991, 10751, 15836, 15931]	Lasse Spang Olsen
2105	nm0648344	[47200]	Gulshat Omarova
2106	nm0648421	[129185]	Darezhan Omirbayev
2107	nm0648457	[12636, 15767, 39469]	Kazuki Ômori
2108	nm0648902	[13043]	Fabien Onteniente
2109	nm0649117	[102362]	Niels Arden Oplev
2110	nm0651706	[9502, 309809]	Mark Osborne
2111	nm0651900	[10881, 14092, 15877, 39267, 254538, 333447, 338033]	Mamoru Oshii
2112	nm0652225	[467241]	F.J. Ossang
2113	nm0652443	[551289]	Arsen A. Ostojic
2114	nm0652858	[7274]	Santiago Otheguy
2115	nm0652951	[594188]	Naohito Takahashi
2116	nm0653193	[14105]	Joe Otting
2117	nm0653366	[534426]	Christophe Otzenberger
2118	nm0653367	[544519]	Élise Otzenberger
2119	nm0653458	[1926]	Idrissa Ouedraogo
2120	nm0653768	[282376]	George Ovashvili
2121	nm0654830	[302, 1958, 2566, 4973, 4974, 11801, 12480, 22136, 977506, 807862, 735726, 659959, 509364, 451955, 377263, 51447, 51971, 121875, 184314, 283726]	François Ozon
2122	nm0655683	[7347, 47931, 97020]	José Padilha
2123	nm0657929	[44710]	Francis Palluau
2124	nm0658571	[289214]	David Palmieri
2125	nm0658823	[215379]	Jake Paltrow
2126	nm0658837	[10832, 93840]	Xavier Palud
2127	nm0659023	[8014, 8341, 821494]	Pan Nalin
2128	nm0659182	[292218]	Olivier Panchot
2129	nm0659380	[3173, 13184, 32654, 244339]	Danny Pang
2130	nm0659454	[667936, 52492, 186997]	Rithy Panh
2131	nm0659711	[544585]	Mitko Panov
2132	nm0660707	[31355, 53457, 70239, 182560]	Gilles Paquet-Brenner
2133	nm0660967	[404392, 55212]	Pankaj Parashar
2134	nm0661001	[82824]	Fausto Paravidino
2135	nm0661125	[646332]	Orlando Pardo
2136	nm0661751	[146216]	Dean Parisot
2137	nm0661791	[670, 2440, 4689]	Park Chan-wook
2138	nm0661832	[348689]	Heung-sik Park
2139	nm0661875	[54555]	K.C. Park
2140	nm0661882	[40122]	Ki-hyeong Park
2141	nm0661910	[7443, 387592]	Nick Park
2142	nm0662529	[9026, 58233]	Oliver Parker
2143	nm0664031	[43768]	Kambuzia Partovi
2144	nm0664582	[642700, 512768]	Wladyslaw Pasikowski
2145	nm0664607	[643167, 99963, 127367]	Goran Paskaljevic
2146	nm0664756	[10040]	John Pasquin
2147	nm0664896	[16455, 24432]	Frank Passingham
2148	nm0665016	[347752]	Abner Pastoll
2149	nm0665041	[25769]	David Pastor
2150	nm0665262	[700066, 40623, 126319]	Vincent Patar
2151	nm0665548	[534985]	Neeraj Pathak
2152	nm0665951	[454615]	Pasha Patriki
2153	nm0666702	[299822]	Peter Pau
2154	nm0666806	[10167, 591237]	Don Michael Paul
2155	nm0667734	[440298, 82501, 209274]	Pawel Pawlikowski
2156	nm0667912	[831738]	Michaela Pavlátová
2157	nm0667937	[77879]	Michael Pavone
2158	nm0668247	[2266]	Alexander Payne
2159	nm0669704	[411019, 400020, 55551]	Raoul Peck
2160	nm0670152	[50007]	Baltasar Pedrosa
2161	nm0670480	[695675]	Shu-Pei Sun
2162	nm0670808	[248842]	Teresa Pelegri
2163	nm0671060	[64125]	Jean Pellerin
2164	nm0671844	[45130, 98877]	Artus de Penguern
2165	nm0673286	[659838]	Diane Perelsztejn
2166	nm0673512	[429524]	Jack Perez
2167	nm0673563	[856433]	Manny Perez
2168	nm0673829	[111088, 284051]	Vladimir Perisic
2169	nm0674543	[74595]	Laurent Perreau
2170	nm0674742	[11516, 352342, 36970]	Jacques Perrin
2171	nm0675102	[755566]	J.J. Perry
2172	nm0675387	[82029]	Jean-Luc Perréard
2173	nm0676248	[112888]	Fred Olen Ray
2174	nm0676797	[44580]	Dennis Petersen
2175	nm0677321	[66114]	Nicholas Peterson
2176	nm0677953	[1493]	Donald Petrie
2177	nm0678857	[1115, 615761, 471853]	Christian Petzold
2178	nm0679031	[427641, 39691, 72545, 254128]	Brad Peyton
2179	nm0679925	[78792]	Christian Philibert
2180	nm0679928	[5168]	Nicolas Philibert
2181	nm0680889	[14527, 43090]	William Phillips
2182	nm0681247	[338838]	Rex Piano
2183	nm0681401	[633951]	Luc Picard
2184	nm0681422	[575557, 293271]	Xavier Picard
2185	nm0681617	[52559]	Picha
2186	nm0682061	[886559]	Andrew Piddington
2187	nm0683165	[20375]	Tapio Piirainen
2188	nm0683274	[135204]	Ülo Pikkov
2189	nm0683531	[84165]	Marie Pillet
2190	nm0683857	[716920, 109261]	Pierre Pinaud
2191	nm0684596	[123690]	Lucian Pintilie
2192	nm0685333	[872131, 241187]	Tayfun Pirselimoglu
2193	nm0685759	[9597]	Pitof
2194	nm0686121	[17017]	Sebastián Pivotto
2195	nm0686375	[14375, 693349, 51477, 54441, 122192]	Michele Placido
2196	nm0687042	[12653, 661791, 574376]	Paco Plaza
2197	nm0687739	[416445, 193726]	Bill Plympton
2198	nm0687751	[133491]	Rodrigo Plá
2199	nm0687913	[2266, 665387, 37351, 44866, 60104, 70487, 123243, 343702]	Bruno Podalydès
2200	nm0688239	[29299, 36699]	Oleg Pogodin
2201	nm0688282	[923597, 552858]	John Pogue
2202	nm0688490	[273467]	Thierry Poiraud
2203	nm0688544	[78304, 78303]	Manuel Poirier
2204	nm0689185	[336007]	Mark Polish
2205	nm0689187	[884315, 619592]	Michael Polish
2206	nm0689552	[964890]	Béatrice Pollet
2207	nm0689789	[865439, 552376, 270222]	Mark Polonia
2208	nm0690770	[47816]	DJ Pooh
2209	nm0691061	[70521, 223758]	Jim Wynorski
2210	nm0691223	[475963, 39376, 54512]	Constantin Popescu
2211	nm0691547	[396616]	Erik Poppe
2212	nm0691953	[64758]	Gilles Porte
2213	nm0692770	[56033]	Vlasta Pospísilová
2214	nm0693844	[515841]	Eléonore Pourriat
2215	nm0693903	[15709, 364136]	Pascale Pouzadoux
2216	nm0694249	[500916, 289720]	Nick Powell
2217	nm0694946	[341, 59914]	Manuel Pradal
2218	nm0695089	[284707]	Pisut Praesangeam
2219	nm0696169	[766431]	Brian Presley
2220	nm0697656	[724495, 547016]	Gina Prince-Bythewood
2221	nm0697936	[516632]	David Prior
2222	nm0698184	[20364, 617405, 25867, 54081, 179656]	Priyadarshan
2223	nm0698964	[197783]	Frédéric Proust
2224	nm0699095	[14415, 575291, 439154, 74106, 209282]	Martin Provost
2225	nm0699675	[64745]	Mikhail Ptashuk
2226	nm0699932	[11148, 26864]	Lucía Puenzo
2227	nm0700301	[47088]	Robert Pulcini
2228	nm0700760	[62177]	Steve Purcell
2229	nm0700872	[609108, 471331, 422592, 371676, 370813, 23381, 63469, 69774, 82909, 83889, 117058, 137452, 197999, 325699]	Puri Jagannadh
2230	nm0701280	[249554]	Nopparat Puttarattamamane
2231	nm0701650	[15742, 286313]	György Pálfi
2232	nm0701821	[31190, 105304]	Marie Pérennou
2233	nm0702797	[216282, 335788]	Steven Quale
2234	nm0702863	[431693]	Troy Quane
2235	nm0702872	[353390]	Quang Minh Hô
2236	nm0703028	[44502]	Stephen Quay
2237	nm0703029	[44502]	Timothy Quay
2238	nm0703228	[428558]	Florence Quentin
2239	nm0704322	[846969, 510465]	Frédéric Quiring
2240	nm0704588	[10800]	Arthur Qwak
2241	nm0704664	[136670]	Ilmar Raag
2242	nm0704675	[153738]	Richard Raaphorst
2243	nm0704710	[54627]	Denis Rabaglia
2244	nm0705535	[79591]	Michael Radford
2245	nm0705832	[113068]	Milos Radovic
2246	nm0706182	[2017]	Bob Rafelson
2247	nm0706342	[524865]	Shehzad Rafiq
2248	nm0706485	[66107, 81088, 224957]	Raghava Lawrence
2249	nm0706953	[117369]	K.K. Raina
2250	nm0707713	[458639]	Pascal Ralite
2251	nm0707952	[115067]	Kodi Ramakrishna
2252	nm0707963	[193726]	Dennison Ramalho
2253	nm0708385	[50610]	Steven Ramirez
2254	nm0708545	[108291]	Alfredo Ramos
2255	nm0708870	[22164]	Ben Ramsey
2256	nm0708903	[398181]	Lynne Ramsay
2257	nm0709056	[81188, 324857]	Peter Ramsey
2258	nm0710272	[22476, 629017]	Kyle Rankin
2259	nm0710639	[597691]	Alain Raoust
2260	nm0710830	[40187]	Bernard Rapp
2261	nm0710919	[14652]	Jean-Paul Rappeneau
2262	nm0711512	[98877]	Gábor Rassov
2263	nm0711579	[11606, 88573]	Pen-Ek Ratanaruang
2264	nm0711745	[858082, 660046, 504184, 43410, 54456, 63825, 147815]	Mani Ratnam
2265	nm0711807	[51995]	George Ratliff
2266	nm0711840	[5174, 5175, 10589, 36668, 59108, 184315]	Brett Ratner
2267	nm0711915	[70748]	Helvecio Ratton
2268	nm0712782	[797294, 277597]	Christopher Ray
2269	nm0712995	[55891]	Sandrine Ray
2270	nm0714235	[539228]	Philippe Rebbot
2271	nm0714437	[284051, 82798]	Marc Recha
2272	nm0714783	[819020]	Vijay Reddy
2273	nm0714940	[399611]	Geoff Redknap
2274	nm0715636	[640146, 363088, 102899]	Peyton Reed
2275	nm0716257	[7191, 119450]	Matt Reeves
2276	nm0716347	[11330, 18533, 37861, 77987, 301365]	Nicolas Winding Refn
2277	nm0717959	[415032]	Sophie Reine
2278	nm0718645	[9397]	Ivan Reitman
2279	nm0718671	[215740]	Edgar Reitz
2280	nm0718736	[126104]	Martín Rejtman
2281	nm0719320	[409582, 118957]	Kimble Rendall
2282	nm0719348	[21596, 64850]	Pierre-Paul Renders
2283	nm0720135	[8952]	John Requa
2284	nm0720297	[24170, 37842, 51945, 103717, 255824]	Alain Resnais
2285	nm0721219	[57556, 85251]	Tony Y. Reyes
2286	nm0721279	[13369]	Franc. Reyes
2287	nm0721817	[9044, 335778]	Kevin Reynolds
2288	nm0722109	[359806]	Sergio Rezende
2289	nm0722221	[233490]	Phillip Rhee
2290	nm0722525	[433712]	Scott Rhodes
2291	nm0722946	[115830]	Ricardo Ribelles
2292	nm0723917	[427996]	Magaly Richard-Serrano
2293	nm0724156	[575076]	James Richards
2294	nm0724938	[8978, 13635, 15362, 646389, 478820, 78539, 309886, 342878]	Jean-François Richet
2295	nm0725935	[597900]	Josh Ridgway
2296	nm0726034	[762079, 150747]	Patrick Ridremont
2297	nm0726136	[936391]	Kilian Riedhof
2298	nm0726701	[808228]	Joth Riggs
2299	nm0726954	[7860, 22238, 472094, 57400, 282502]	Eran Riklis
2300	nm0727336	[37425]	Rintarô
2301	nm0727599	[31437, 332880, 130370]	Olivier Ringer
2302	nm0727754	[64686]	Carl Rinsch
2303	nm0727954	[73455]	Javier Rioyo
2304	nm0727960	[527774]	John Ripa
2305	nm0728048	[66098]	Maria Ripoll
2306	nm0728063	[60828]	Adam Ripp
2307	nm0729626	[46335, 55372, 59947, 79043]	Jacques Rivette
2308	nm0730000	[174358]	David Roach
2309	nm0730237	[28642]	Alain Robbe-Grillet
2310	nm0732165	[7517]	Andy Robin
2311	nm0733821	[50230]	Luís Filipe Rocha
2312	nm0733886	[52622, 170689]	Eric Rochant
2313	nm0735134	[964704, 377274, 95538, 128120]	João Pedro Rodrigues
2314	nm0735671	[124364]	Raúl Rodríguez Peila
2315	nm0735705	[98582]	Alberto Rodríguez
2316	nm0735872	[11556]	Hugo Rodríguez
2317	nm0736622	[109414, 228967]	Seth Rogen
2318	nm0736643	[947219]	Jean-Christophe Roger
2319	nm0737442	[193726]	Todd Rohal
2320	nm0738022	[734309]	Chris Roland
2321	nm0738762	[85249]	Regiben Romana
2322	nm0739168	[26559]	Claude-Michel Rome
2323	nm0739485	[254886]	Liliana Romero
2324	nm0739755	[406511, 79144]	Christophe Van Rompaey
2325	nm0739787	[51871, 89287]	Bruno Romy
2326	nm0740213	[58295]	Darrell Roodt
2327	nm0740612	[749107, 408274, 44021, 204762]	Axelle Ropert
2328	nm0740963	[766804, 112751, 266065]	Jaime Rosales
2329	nm0741262	[578514]	Bernard Rose
2330	nm0742323	[358430]	Rudi Rosenberg
2331	nm0743916	[174358]	Warwick Ross
2332	nm0744834	[395990, 285923]	Eli Roth
2333	nm0744985	[154431]	Phillip J. Roth
2334	nm0745247	[324857]	Rodney Rothman
2335	nm0745342	[14416]	Hamish Rothwell
2336	nm0745438	[356000]	Ariel Rotter
2337	nm0745510	[984307, 490450, 147798]	Cécilia Rouaud
2338	nm0745861	[11413]	Mitch Rouse
2339	nm0746162	[13740, 543633, 139725, 316854]	Jean-Paul Rouve
2340	nm0746196	[547386]	David Roux
2341	nm0746984	[54707]	David Roy
2342	nm0747689	[174823, 245923, 326292]	Chito S. Roño
2343	nm0747690	[57714, 160115]	Brigitte Roüan
2344	nm0748066	[515724]	Henry Alex Rubin
2345	nm0748928	[31610]	Alan Rudolph
2346	nm0749439	[26793]	Christophe Ruggia
2347	nm0749914	[34211, 36108, 48778, 52049, 111667, 126301, 140101, 204734]	Raúl Ruiz
2348	nm0751080	[9334, 829799, 560964, 332411]	Chuck Russell
2349	nm0751221	[11128]	Jay Russell
2350	nm0751481	[467330]	Toby Russell
2351	nm0751577	[725201, 100402, 271110, 299534, 299536]	Anthony Russo
2352	nm0751648	[725201, 100402, 271110, 299534, 299536]	Joe Russo
2353	nm0752110	[108726]	Chandran Rutnam
2354	nm0752328	[410212, 31668, 97614, 295011]	Stefan Ruzowitzky
2355	nm0752421	[45390]	Ari Ryan
2356	nm0753423	[13970, 19886, 20605, 607844, 436391, 346646, 40452, 97531, 118170, 160704]	Ryoo Seung-wan
2357	nm0753526	[493065, 97430]	RZA
2358	nm0753737	[467679]	Jérémie Renier
2359	nm0753912	[8887]	Oskar Roehler
2360	nm0754184	[345426]	S.J. Suryah
2361	nm0754256	[14726, 358403]	Nicolas Saada
2362	nm0754475	[44086]	Randa Chahal Sabag
2363	nm0754693	[290772]	Luciano Saber
2364	nm0754817	[697064, 474392, 296695]	Gabriel Sabloff
2365	nm0755158	[505941, 244268]	Ira Sachs
2366	nm0756215	[397074]	Jean Sagols
